2023-05-15 12:39:13.511162,100,99,,,,9.6,3.936
2023-05-15 12:49:14.466202,100,99,,,,9.6,3.938
2023-05-15 12:59:15.516572,100,99,,,,8.2,3.937
2023-05-15 13:09:16.523042,100,99,,,,9.6,3.938
2023-05-15 13:19:17.528843,100,99,,,,8.2,3.937
2023-05-15 13:29:18.531104,100,99,,,,9.6,3.936
2023-05-15 13:39:19.600001,100,99,,,,8.2,3.935
2023-05-15 13:49:20.575217,100,99,,,,8.2,3.934
2023-05-15 13:59:21.519175,100,99,,,,8.2,3.934
2023-05-15 14:09:23.411367,100,99,,,,8.2,3.935
2023-05-15 14:19:24.338508,100,99,,,,8.2,3.931
2023-05-15 14:29:26.268354,100,99,,,,8.2,3.948
2023-05-15 14:39:27.453790,100,99,,,,8.2,3.943
2023-05-15 14:49:28.781234,100,99,,,,8.2,3.94
2023-05-15 14:59:30.200509,100,99,,,,8.2,3.942
2023-05-15 15:09:31.621718,100,99,,,,8.2,3.937
2023-05-15 15:19:32.966743,100,99,,,,8.2,3.947
2023-05-15 15:29:34.276725,100,99,,,,8.2,3.944
2023-05-15 15:39:35.646361,100,99,,,,8.2,3.943
2023-05-15 15:49:36.936619,100,99,,,,8.2,3.944
2023-05-15 15:59:38.336956,100,99,,,,8.2,3.943
2023-05-15 16:09:39.670293,100,99,,,,8.2,3.943
2023-05-15 16:19:41.049184,100,99,,,,8.2,3.944
2023-05-15 16:29:42.329729,100,99,,,,8.2,3.944
2023-05-15 16:39:43.704788,100,99,,,,8.2,3.945
2023-05-15 16:49:44.979734,100,99,,,,8.2,3.946
2023-05-15 16:59:47.238010,100,99,,,,8.2,3.949
2023-05-15 17:09:48.671516,100,99,,,,8.2,3.947
2023-05-15 17:19:50.160546,100,99,,,,8.2,3.949
2023-05-15 17:29:51.637275,100,99,,,,8.2,3.946
2023-05-15 17:39:53.104002,100,99,,,,8.2,3.946
2023-05-15 17:49:54.623939,100,99,,,,6.9,3.95
2023-05-15 17:59:56.145750,100,99,,,,6.9,3.949
2023-05-15 18:09:58.548930,100,99,,,,6.9,3.946
2023-05-15 18:20:00.071608,100,99,,,,6.9,3.946
2023-05-15 18:30:01.448911,100,99,,,,6.9,3.945
2023-05-15 18:40:02.845732,100,99,,,,6.9,3.95
2023-05-15 18:50:05.254437,100,99,,,,6.9,3.951
2023-05-15 19:00:06.668744,100,99,,,,6.9,3.948
2023-05-15 19:10:08.175499,100,99,,,,6.9,3.947
2023-05-15 19:20:09.793129,100,99,,,,6.9,3.95
2023-05-15 19:30:11.365570,100,99,,,,6.9,3.953
2023-05-15 19:40:12.929945,100,99,,,,6.9,3.953
2023-05-15 19:50:14.427867,100,99,,,,6.9,3.952
2023-05-15 20:00:15.923590,100,99,,,,6.9,3.951
2023-05-15 20:10:17.381816,100,99,,,,6.9,3.952
2023-05-15 20:20:18.948928,100,99,,,,6.9,3.957
2023-05-15 20:30:20.494892,100,99,,,,6.9,3.954
2023-05-15 20:40:21.941864,100,99,,,,6.9,3.951
2023-05-15 20:50:23.485679,100,99,,,,6.9,3.951
