2023-05-15 00:07:35.705971,100,99,,,,11.0,3.953
2023-05-15 00:17:36.997551,100,99,,,,11.0,3.951
2023-05-15 00:27:38.260030,100,99,,,,11.0,3.948
2023-05-15 00:37:39.468888,100,99,,,,11.0,3.95
2023-05-15 00:47:40.723682,100,99,,,,11.0,3.948
2023-05-15 00:57:42.043615,100,99,,,,11.0,3.95
2023-05-15 01:07:43.333510,100,99,,,,11.0,3.948
2023-05-15 01:17:44.569494,100,99,,,,11.0,3.946
2023-05-15 01:27:46.754591,100,99,,,,11.0,3.947
2023-05-15 01:37:48.951076,100,99,,,,11.0,3.948
2023-05-15 01:47:50.148547,100,99,,,,11.0,3.949
2023-05-15 01:57:52.299791,100,99,,,,11.0,3.947
2023-05-15 02:07:53.530285,100,99,,,,11.0,3.947
2023-05-15 02:17:54.709012,100,99,,,,11.0,3.947
2023-05-15 02:27:55.896683,100,99,,,,11.0,3.945
2023-05-15 02:37:57.084797,100,99,,,,11.0,3.946
2023-05-15 02:47:58.278492,100,99,,,,11.0,3.949
2023-05-15 02:57:59.506184,100,99,,,,11.0,3.948
2023-05-15 03:08:01.737905,100,99,,,,11.0,3.947
2023-05-15 03:18:02.961946,100,99,,,,11.0,3.951
2023-05-15 03:28:04.382117,100,99,,,,11.0,3.948
2023-05-15 03:38:05.858151,100,99,,,,11.0,3.95
2023-05-15 03:48:07.142136,100,99,,,,11.0,3.949
2023-05-15 03:58:08.540760,100,99,,,,11.0,3.948
2023-05-15 04:08:09.918368,100,99,,,,11.0,3.949
2023-05-15 04:18:11.384753,100,99,,,,11.0,3.949
2023-05-15 04:28:12.702936,100,99,,,,11.0,3.95
2023-05-15 04:38:14.981752,100,99,,,,11.0,3.951
2023-05-15 04:48:16.264442,100,99,,,,11.0,3.951
2023-05-15 04:58:17.541130,100,99,,,,9.6,3.949
2023-05-15 05:08:18.899842,100,99,,,,11.0,3.949
2023-05-15 05:18:20.289881,100,99,,,,9.6,3.947
2023-05-15 05:28:21.573946,100,99,,,,11.0,3.95
2023-05-15 05:38:22.913541,100,99,,,,11.0,3.95
2023-05-15 05:48:24.192565,100,99,,,,9.6,3.949
2023-05-15 05:58:25.552097,100,99,,,,9.6,3.952
2023-05-15 06:08:26.835952,100,99,,,,9.6,3.95
2023-05-15 06:18:28.078886,100,99,,,,9.6,3.952
2023-05-15 06:28:29.433838,100,99,,,,9.6,3.955
2023-05-15 06:38:30.726096,100,99,,,,9.6,3.951
2023-05-15 06:48:31.981863,100,99,,,,9.6,3.952
2023-05-15 06:58:33.172985,100,99,,,,9.6,3.951
2023-05-15 07:08:34.413994,100,99,,,,9.6,3.956
2023-05-15 07:18:35.597303,100,99,,,,9.6,3.955
2023-05-15 07:28:36.753373,100,99,,,,9.6,3.955
2023-05-15 07:38:38.003155,100,99,,,,9.6,3.952
2023-05-15 07:48:39.255234,100,99,,,,9.6,3.953
2023-05-15 07:58:40.511352,100,99,,,,9.6,3.952
2023-05-15 08:08:41.835800,100,99,,,,9.6,3.948
2023-05-15 08:18:43.074523,100,99,,,,9.6,3.948
2023-05-15 08:28:45.270483,100,99,,,,9.6,3.95
2023-05-15 08:38:46.493314,100,99,,,,9.6,3.948
2023-05-15 08:48:47.757641,100,99,,,,9.6,3.947
2023-05-15 08:58:49.060386,100,99,,,,9.6,3.948
2023-05-15 09:08:50.252606,100,99,,,,9.6,3.949
2023-05-15 09:18:51.464939,100,99,,,,9.6,3.947
2023-05-15 09:28:52.634498,100,99,,,,9.6,3.95
2023-05-15 09:38:53.793326,100,99,,,,9.6,3.945
2023-05-15 09:48:54.974500,100,99,,,,9.6,3.948
2023-05-15 09:58:56.204202,100,99,,,,9.6,3.945
2023-05-15 10:08:57.375821,100,99,,,,9.6,3.946
2023-05-15 10:18:58.556858,100,99,,,,9.6,3.945
2023-05-15 10:28:59.696402,100,99,,,,9.6,3.945
2023-05-15 10:39:00.856618,100,99,,,,9.6,3.945
2023-05-15 10:49:01.997637,100,99,,,,9.6,3.944
2023-05-15 10:59:03.105079,100,99,,,,9.6,3.942
2023-05-15 11:09:04.222659,100,99,,,,9.6,3.943
2023-05-15 11:19:05.419229,100,99,,,,9.6,3.941
2023-05-15 11:29:06.501318,100,99,,,,9.6,3.943
2023-05-15 11:39:07.497282,100,99,,,,9.6,3.941
2023-05-15 11:49:08.534459,100,99,,,,9.6,3.944
2023-05-15 11:59:09.533889,100,99,,,,9.6,3.942
2023-05-15 12:09:10.544305,100,99,,,,9.6,3.938
2023-05-15 12:19:11.533971,100,99,,,,9.6,3.943
2023-05-15 12:29:12.522642,100,99,,,,9.6,3.94
