102123 17:07:26  Possible disconnected soil sensor: 3
102123 17:07:26  Possible disconnected soil sensor: 4
102123 17:07:29  ERROR - Could not open USB port with pH probe: [Errno 2] could not open port /dev/ttyUSB0: [Errno 2] No such file or directory: '/dev/ttyUSB0'
102123 17:07:29  ERROR - Could not open USB port with pH probe: [Errno 2] could not open port /dev/ttyUSB0: [Errno 2] No such file or directory: '/dev/ttyUSB0'
102123 17:07:30  ERROR - TDS fault
102123 17:07:30  Possible disconnected soil sensor: 0
102123 17:07:30  Possible disconnected soil sensor: 1
102123 17:07:30  Possible disconnected soil sensor: 2
102123 17:07:30  Possible disconnected soil sensor: 3
102123 17:07:30  Possible disconnected soil sensor: 4
